line
Cause it reminds you of innocence and it smells like me
And long long live the look on your face
Still thinking were together
Cause Every time you smile I smile
On all my wasted time
Cause baby you were so damn cute
Confetti falls to the ground
I could dance to this beat beat
I bet the bluegrass stained your smile
And i dont wanna wake one day
You make me crazier crazier
And the message that I left when I called
I wanna be your left hand man
You were in college working part time waiting tables
Do you know when you go
Peace love
Youre a redneck heartbreak
On our last night
Cause I remember those times
Seas would rise when I gave the word
Begging you Please dont go
His sisters beautiful he has his fathers eyes
My faith in you was fading
All you had to do was stay
Dont be afraid to
I used to know my place was the spot next to you
Welcome distraction welcome distraction oh ohWhat do you say when you just know
Raised on promises
And everybody knows that
But that was when I ruled the worldIf you had only gotten to me first
Late to do anything
The first date Man I didnt kiss her when I should have
Will my love come in a pouring rain
Ooh keeping it young and crazy
La la la la la la la
When I mess up I dont get up
Standing there all waiting on me
They say Ive always known
Be there never gonna leave you
Take me back to the time we had our very first fight
Where everybody stands and keeps score
But in case you havent heard the news
School dance first chance
It will be a long time long time going going
I wish you would I wish you would
And you made it so real
Gonna climb the mountain
Im breaking no past
Fell in love when I saw you standing there
And we held them up for our town
Ill be sick inside if baby you would be my cure
And I wish you were right here right now its all good
Just when our love was like a burning flame
All I know is a new found grace
My hands shake
In red lipstick
Just like our last kiss
The way you cuss
Now I just wanna be alone
That Ive come too far to go back there again
But nobodys listening
Yeah oh yeah
Its like a kaleidoscope of memories
My mind is like an island
Mmm mmm mmm
But we are never ever ever ever getting back togetherIm pretty sure we almost broke up last night
I guess heard you wrong
And thats the way I loved you
And I guess we fell apart in the usual way
And the story of us looks a lot like a tragedy now
Before you ask me if im alright
Let them say what they want we wont hear it
He always said he didnt get this song
Fell in love when I saw you standing there
As you held her so close
Searching for a sound we hadnt
The only reason is youre seeing how much better off he is
Its like Im melting on into you
I am not the kind of girl
Even now just looking at you feels wrong
Its like we dont remember
But I am not alone
Its been waiting for you
And yeah I might go with it
He says everything I need to hear and its like
When it comes to you
A hometown number one
I think its strange that you think Im funny cause he never did
Dont mind Gracie
Your best friend always sticking up for you even when I know youre wrong
All the girls in the front row scream your name
All I know is we said Hello
Washed my sins on the neon lights
Cause Im so mad I might tell you that its over
Hes got a song that moves along
Has seen all through
And we run
All the girls that youve run dry have tired lifeless eyes
Maybe we wont
You made a rebel of a careless mans careful daughter
growing up on Sam Hill avenue
But I have to
I know places
And Im like I just I mean this is exhausting you know like
Say youll see me again
And by morning gone was any trace of you
Come back come back come back to me like
Shes better known
Thats when I could finally breathe
Heres to you and your temper
But not like this
It rains when youre here
Well I stopped pickin up and this song is to let you know why
Did you think wed be fine Still got scars on my back from your knife
I dont wanna miss you like this
But the start of an age
I didnt know who I was supposed to be at fifteen
And you can love like a sinner and lose like a winner
You took a Polaroid of us
You can tell me when its over
I fell in love with a careless mans careful daughter
If you could see the way your smile looks to me
And thats the way I loved you oh oh
I gotta have you
We sing it proudly
Running around in circles
Remember how that lasted for a day
I keep my distance but you still catch my eye
And Im only me
Shes not a saint
But you came along and you changed everything
So you might as well sit back
You make me crazier crazier crazier
You were holdin my hand when the car pulled up for you
All the better just to please you
And I waited so frustrated
Think about the good times
And I love you for giving me your eyes
Oh my what a marvelous tune
Its really weird
Come on baby with me were gonna fly away from here
We were gonna buy someday
You screamed and ran after it
This I have previously learned
In my monologue
I could tell you now but never mind
Its hard to fight when the fight aint fair
Youre all I wanted
And the storys got dust on every page
Bye bye baby
cause its late and your mama dont know
You put your arm around me for the first time
If you said youd rather love than fight
Drop everything now
Do you say
Tonight Im gonna dance like you were in this room
Tangled like the roots on the ground
You out clubbing but I just made caramel delight
Hey you call me up again just to break me like a promise
Here you are now calling me up but I dont know what to say
And I can care less that your famous
Everybody loves that mandolin
Shes standing in her bedroom
That face of an angel
Ill spend forever wondering if you knew
And every day is like a battle
Tryna get to the phone
The kind of flawless I wish I could be
Youre the magicians assistant in their dreams
You got that James Dean daydream look in your eye
The first date Man I didnt kiss him when I should have
You made a really deep cut
And I wish you were right here right now its all good
Im in the room its a typical Tuesday night
At least then I would know
And she thinks Im psycho cause I like to rhyme her name with things
Ooh hanging with my baby
Think I know its with me
The guy who broke up with me on the phone
Ive been spending the last eight months
I almost do
My missionaries in a foreign field
A ring
The more I fight it just gets stronger
So Imma stay through it all
For a while I thought that I could hold you
There wasnt much love to lose
All I know since yesterday is everything has changed
Its how you get the girl girl
And now youve come undone and I I I I
I wonder
Little taste of Heaven
That watch him as hes walking home
I may see
Remind me how it used to be
Man you gotta love her
Tshirt blue jean mood ring
And i know that if i turn around you wont be there
And I threw the remote at you
Ill keep writing songs about youI bet you lie awake at night
This is the last straw
And Ive been hoping every day
Just like the two of us
But dont make her drop you off around the block
Broke your heart Ill put it back together
Youre still an innocent
Its flawless
If you have children some day
I almost do
I miss your tanned skin your sweet smile
Firefly you drew me to you
Lets talk about that golden boy that I met on a winter night
And the haters gonna hate hate hate hate hate haters gonna hate
Walls of insincerity
But its killing me to see you go after all this time
I want you back but its coming down to nothing
So I question everything I do
I dont dream about the way
If you want a bumpy ride
I got a lump in my throat because
Just take me home yeah
And i hope it never falls
When he said forever and always
And its 2am and Im cursing your name
Lets talk about blood and sweat and tears
Do you mean
Its even kind of cute
I say Just fine
You see another planet
Come back be here come back be here
Now we got problems
Am I ready for the joy am I ready for the pain
Take this chance Ill make you mine
Dont you ever grow up just stay this little
With my hair undone
All that I know is
All I know is a simple name
Upon pillars of salt pillars of sand
His lifetime
I was so sure of everything we thought wed always have
Dont forget dont forget where Ill be
But girl I got the remedy most important in chemistry
I cant take my eyes off of you
And it gets kinda weird
And baby now we got bad blood
The smiles the flowers everything is gone
All that I know is
Someday when you leave me
Saying Its gonna be alright
There aint nothing bout you that dont do something for me
I had to listen to my mummas I told you so
I bet youre thinking of me too
If you live like that you live with ghosts ghosts
Angels fly in the air tonight
Screaming Im in love with you
Dont wait or say a single vow
Both me and my baby
Never an honest word
You made a really deep cut
Cause baby I could build a castle
I dont hate you but I hate to critique overrate you
And if youre wondering if I might
These walls that they put up to hold us back will fall down
Hang up give up for the life of us we cant get back
Face to face and finally
Blue jeans and a little dirt
Its like you forgot the words you whispered to me
And i dont wanna lose your face
Hey
Had gone all wrong
The way you look the way you laugh
I was barely breathing
How we dont have a song
Painted red and he said
And when youre fifteen dont forget to look before you fall
Did you sell me out for a fool
Then whyd you have to go and lock me out when I let you in
And I feel like I could
And what can you do that I cant
Oohooh
Its a love story baby just say Yes
Im only asking this because I think that
Id say the chances of that are getting slim
I bet these memories
Burn toast Sunday
What a piece
Mama makes her cookies and daddys just
Your name has echoed through my mind
But I understand it somehow
Oh Im just a girlYou have a way of coming easily to me
Oh yeah mandolin
I always get it
Oh think of me
Again
The way you look the way you laugh
Dont you worry your pretty little mind
And didnt she pray too
Laughed in the dark
Hey all you had to do was stay
Were dancing around the kitchen in the refrigerator light
Stay
And it was like slow motion
And Im not perfect you could say
Straight to the top yo
Keep your eyeyes open
So come on come along with me
Ooh ooh I love you I love you
And even though you want to just try to never grow up
It was the best night never would forget how he moved
Why you gotta be so
When Im mad at all the lovebirds
Everything I need is right here by my side
Disappear when you come back
And stars collide in the air so light
Drop everything now
She should keep in mind
She almost called him on the night that he wrote
Look at all this wasted time
And thats how it works
But Im not gonna talk about that
She thinks about it as she talks her talk
And the hours pass by
But Id give anything to have you here today
Take away the pain
And the first thing that youll read is
And not remember what time erased
Welcome to New YorkNice to meet you where you been
Youre still an innocent
You said forever and always yeahIm five years old
Apartment floors
You showed up just in time
I bet you think I either moved on or hate you
Coz im not scared
Watch him run across to Angelina
That people change their minds
Girl youve got to make it
Make it last all night
Cause I loved you from the very first day
You this was what you wanted
Try and stay out of everybodys way
I I I I I I wish I wish
Stay hey now you say you want it
But the writings on the wall
Having myself another same old browneyed bar
Because the last time you saw me
As my eyes went wild
Its a thug story tell me can you handle that
Ill make one
Were singing in the car getting lost Upstate
I see you turn off your phone
And that was the moment I knew
And you stood there in front of me
Dont wanna fly if youre still on the ground
When i was 12 years old a small town raised
Heartbreakers gonna break break break break break
My heart has never felt this way before
Seems like Im becoming part of your past
Your name forever the name on my lips
On the mattress whoa
Be good to yourself and be good to each other
When I looked like a mess
Peace love
But Ive got a blank space baby
Maybe Ive been going back too much lately
We found wonderland
Youre a bad idea
This girl is begging wait for me
It feels like one of those nights
When tears are streaming down your face
The night we snuck into a yacht club party
If youre moving on
You aint worth all that ten dollars and a six packIm a laid back
Come on come on dont leave me like this
I dont need you now
Said I think I am finally clean
Every lesson forms a new scar
And its this time of year
And I will fall in love again
Its hard not to find it all a little bitter sweet
You are an expert at Sorry
My love
In wonderland
I think I am finally clean
Just to please you shes got Bette Davis eyes
And I hope you know that every time I dont
And I see your face in every crowd
You and I got lost in it got lost in it
Your eyes whispered Have we met
When Im mad at all the lovebirds
And an old napkin
And we were dancing dancing
Our song is the way you laugh
Im sorry mmm
And all youre ever gonna be is mean yeah
Somethings gone terribly wrong
Was it everything you wanted to find
This is falling in love in the cruelest way
Bye bye baby
But someone said
And it rains when youre gone
We cant be together right now
Dont count the days as they leave you
He never talked about being scared over the phone
Nearly killed me the day
But this yearning in the deep part of my heart for you
Really weird
He looks around the room
A stranger in an all night diner
We are the Kings and the Queens
I read his words out loud
And everybody knows that
Now Im gonna have to listen to my mummas I told you so
So I can save them for a rainy day
I should be able to handle this
Maybe I was just jealous that hed come between me and Britney
This aint Hollywood this is a small town
Oh darling dont you ever grow up
All I know can you show me what you do
And you can want who you want
I wanna talk about what you are that I aint
You were the prom queen I was on this stage
But you got here early and you stand and wave
Oh baby smile
Just like I always wanted but Im so sorry
I hate that stupid old pickup truck
Im so in love that I acted insane
With a note saying I love you I meant it
Store windows traveled for miles
The life of the party youre showing off again
Youve got a busy day today
Come running headlong into my arms
To catch me nowYoure on the phone with your girlfriend
Just know Im right here hopin
Like a scared little boy
You say you love em and baby without you
Do you believe in miracles
I want you back but its coming down to nothing
And I got that red lip classic thing that you like
This year to save me from tears
So I think that its best if we both stay stay stay stay stay stay
You could be anything you wanted if you were still here
And they said Speak now
Its something we all try to ignore
That cant help but shine through
And bring on all the pretenders
But like the trees we cut our names in
This love left a permanent mark
Do you remember we were sitting there by the water
cause Im not trying to show maturity
And buy a oneway ticket on a west bound train
But If I could drive all night would I find my peace of mind
And we were dancing dancing
You say youre fine I know you better than that
To be played by your dark twisted games
Come on come on dont leave me like this
We hang back its all in the timing
To see me like that
In my mind
I cant stop thinking about you
And I wish you knew that Ill never forget you as long as I live
Flew me to places Id never been
And if you asked me if I love him
Today was a fairytale
These walls that they put up to hold us back fell down
The best soy latte that you ever had  and meEverybodys waiting
I thinkI think when its all over
Do you mean what you say
If I had known what Id known now
And he says you look beautiful tonight
And did you miss me while you were looking for yourself out there
Ive been an angel all year santa baby
Didnt it all seem new and exciting
As I was leaving too soon
It must have been the way you kissed me
just listen to the crickets sing
Cant you see
Theres gotta be moreIm dreaming of a white Christmas
Now in the morning I sleep alone
Who you wanted me to be
No proof one touch
Cause we never go out of style
Im fine just a bit of a mess
But this is me swallowing my pride
Then it makes you turn right back around
Grabs onto her daddys hand
Fall back on you
Guess nobody told you
And ill bet you thought youd beat me
I looked into your eyes
As the sweet
Cause this song is all about Ellen
Cause baby now we got bad blood hey
Makes your head spin round but
Could end in burning flames or paradise
When you come back down
Locked up in your arms and our friends are laughing
Baby were the new romantics
Kiss me try to fix it could you just try to listen
And even though you want to please try to never grow up
Really something
Ive left it all behind me
The highlight of my day
So you see me everyday
So they could shut her out
And she scared me so bad and I fell and I could of died
Wind dances
I cant wait for the day I stop pretending
You keep his shirt
You could you could if you just said youre sorry
He is in love
Take me home where we met so many years before
I seen it all
Romeo take me somewhere we can be alone
Did you sell me out for a fool
Your little eyelids flutter cause youre dreaming
Oh and it troubles me so
We ooh getting back together
Lets walk away
Oh yeah yeah
But in case you havent heard the news
Cus Im too tired at night for all these games
2 AM here we are
And make my way into this breezy night
And Ill never never be the same
Got his problems bills to pay
Id give everything to be your anything
The secrets or my deepest fears
But they make it so tough
Please back up oh back up
Wont finish what you started
Theres a whole a lot of good people in Heaven
Baby Ill fall back on you
Someday when you leave me
But by the way
But the whole time Im wishing he was you instead
Everybodys watching
Everybodys waiting for you to break down
Dont need to get intimatejust yet
So I can see
Cause baby now we got bad blood
And I used to say Never say never
And all youre ever gonna be is mean
I dont have a plan I dont have a map
And all youre ever gonna be is mean Why you gotta be so
Its like a million little stars
I think I am finally clean
And Im a house of cards
And it was a long time coming
Lets talk about what you want to be and who Ive always been
And the camera flashes make it look like a dream
Say that you wanna be with me too
Its the same thing to me
Staying back and watching me shine
But I know all his favorite songs
Whatever happened to the things you gave away
Until I see you again
Oh my my my my
Lightning and thunder
Today was a fairytale
Pierce the room like a cannonball
Still throught
He keeps his word
Ill never get to hold
Makes you wanna run and hide
This hope is treacherous
Pretends he doesnt know that hes the reason why
And I dont even know why
youre better off without him
And I I I like it
So I start a fight cause I need to feel something
But it would be wrong to
Im getting by with a broken heart you left me with
But I know I saw a light in you
So they follow me down the hall
Back when you fit in my poems like a perfect rhyme
That love had to be so blind
But if this was a movie youd be here by now
The sun would always chase the day
Watching all my life go by
Come on baby with me were gonna fly away from here
Say youll remember me
So shame on me now
Now Im searching the room for an empty seat
Back from the edge of time
The whole place was dressed to the nines
And you flashback to when he said forever and always
Dont you block me out tonight
Could you tell me what more do I need
He whispers songs into my window
Did you forget everything
All I can say is I was enchanted to meet you
Now in this perfect weather
Whats the use of wondering why
Stupid boy
And couldnt take it any longer
Ooh just wanna stay right here
You werent brought up that way
But you werent even worth all that ten dollars and a six pack
Everybody saying
Whats the use of wondering whyI need you now
Im feeling like I dont know you
Out of all the bricks they threw at me
Cause everything I want is miles away
And I had space to run
Who love you like you do
I cant wait for the day I stop pretending
But sophistication isnt what you wear or who you know
Just like all those times before
I wish the sky had your face
This slope is treacherous
Theres aint nothing bout you there aint nothing bout you
I would wait forever and ever ever and ever
Unless you play it good and right
And I confess babe
Your guard is up and I know why
You keep seeing double
Blue jeans and a little dirt
Keep your eyes open
Ill be waiting all thats left to do is run
Cause all I know is we said Hello
You take my hand and drag me head first
You pack a suitcase take a picture from the wall
Only you can tell
About the friendly music of a guy
And when I fell hard you took a step back
It really blows me away
Everybody knows that
And I dont know what kinda ropes
But here I am
Theres one guy shes shy
Waking from this dream
Oh and they come unstuck
When I went looking for a reason I know
The moments getting nearer
Just one more thing to do
I cross my heart and hope for you tonightHe said I got me a nice new apartment
They can talk forever they just dont know better
And time stands still when youre nowhere bound
Shes got her magic
I could be your favorite blue jeans
I never talked about the nights he called
And my blind optimism to blame
He caught me staring at him
But heres something you should know that is for sure
And now you say
You set up a paint set in the kitchen
Cause the players gonna play play play play play
I will say I knew it all along
Like were made of starlight starlight
And Goodbyes so much harder
Far enough away
People couldnt believe what Id become
On the
You wish you had stayed
I close my eyes and the flashback starts
Across the room your silhouette
So take a look what youve done
It could burn out
Shake it off I shake it off
Miracle
Im only up when youre not down
And I love the riddles that you speak
Everybody knows that
We didnt take that interstate
Oh yeah
And your eyes look like coming home
Breathless
But I remember how it was back then
Are we out of the woods
And it aint you oh
Yesterday was lonely
You can take the girl away from
Horrified looks from everyone in the room
How I gave up on love so foolishly
I never talked about the tears I cried
To stand back where you stood
You have pointed out my flaws again
And all you have is to walk away
So many things that you wish I knew
As I comb back through my memory
And dont rip my heart out
Dont know if Snow Whites house is near or far away
Trying to see through the rain coming down
So take a look what youve done
Saying Does he know
Thats the closest to a cowboy
And let me know what you find
And thats how it works
Did you not write it down
Oh Im holding my breath
Every single Christmas and I want to talk about that
When you think Tim McGraw
Get back to me get back to me
Well heres something you can try
This love is glowing in the dark
La la la la la la la
You could you could if you just said youre sorry
But people like me are gone forever when you say goodbye
Silence this train runs off its tracks
You are in love true love
All my friends are saying
I told myself Dont get attached
Its probably better off this way
In the middle of the parking lot
And i hope i never lose that feeling
Hes so tall and handsome as hell
And youll never see sing me to sleep
And rolled their eyes and said oh my my my
Feels like Im falling and I am lost in your eyes
There are people you just come back to
And the seven dwarfs
And dont you leave cause I know
Ive been lovin you for quite some time time time
Like Oh my what a marvelous tune
If you dont know what you want nothings ever enough
Now Im lying on the cold hard ground
We ditch the whole scene and end up dreaming
Walk in the streets with you in your worn out jeans
Just for you to go again
I bet this time of night youre still up
So heres to the birthday boy who saved our lives
I could dance to this beat
In your wildest dreams ahhaOh oh oh
Me and my stupid pride are sitting here alone
I guess what you wrote on a paper
At Angelinas family bar and grill
Im spinning around Im spinning around
So shame on me now
La La La La
Cause Im gonna go out dancing in the pouring rain
One thing leads into another
No proof not much
All alone or so it seemed
We had a beautiful magic love there
22 oohooh
That Im really ok when Im not
Heartbreakers gonna break break break break break
I I I shake it off I shake it off
You and I got lost in it
When you think happiness
We tried in vain
Written on the back of my hand
She should keep in mind
Trying to get my heels back under my headI used to rule the world
I just wanna know you better know you better know you better now
Breathless
And unfamiliar exit signs
You fight and you talk
And when you find everything you looked for
Baby you hold the key
There are no accidents in what we doWish I had concentrated
And I thought it was a star
Come back be hereDont look at me
Been here all along
Tangled up with you all night
And I know theres a God because I met him
Baby Ill fall back on you
She thinks about it as she walks her walk
Wont let nobody hurt you
His feet are planted firmly on the ground
Cause baby now we got bad blood
Or were you left in the corner
And never really had a chance
Hung my head as I lost the war and the sky turned black like a perfect storm
And the story of us looks a lot like a tragedy now
And couldnt take it any longer
Lets hear the applause
But I kinda know that I wont get far
You think youre all alone in this place
You aint never been through that
All the things that we wished they would always do
But I have to
I like writing songs about douche bags who cheat on me
Was I out of line
When your face faded from view
We tried in vain
And nothing in the world was gonna come between me and you
That he cant disguise
Cause with a face like that baby
Thats her daddys name
Way too long
And you tell me about your dreams
Its so romantic
Get a look on the inside
It didnt go the way you planed
Cause thats where you belong
But I think that its best if we both stay
Dont you think I was too young
Ill be strong Ill be wrong oh but life goes on
And Im dying to know is it killing you like its killing me yeah
Ill be one of the many saying
New York be here
And i had you
You never know if time will tell
And me falling for it screaming that Im right
Said Its really been a while
I would wait forever and ever
Tearing up a good July
Take me home
I think youre crazy cause I still love you baby
Baby I know places we wont be found
Come back be here come back be here
So Im gonna paint the town with him
And it just keeps falling
All you gotta do is smile at me and down I go
Hey Stephen
Every move you make everything you say is right
Just a little outta reach
You made a really deep cut
She should be here now
So take a look what youve done
Back up baby back up
And I never knew I could feel that much
And I hope you dont save some other girl
Oh what you get is what you see
And you flashback to when we said forever and always
Welcome to New York
Spinning faster than the plane that took you
This lifesweeter than fiction
Oh oh trouble trouble trouble
And Diamonds on my mic
out of style
Up and down the staircase
Did you feel it
Instead of just invisible
And shell tease you shell unease you
But I have to
Your eyes are dancing
I laugh and I play and I wasnt gonna stray
When its me and you and the same damn games
But I have to
We play dumb but we know exactly what were doing
Myself
And whispered in your ear
You should use a darker color when you write on the wall
Wonderin which version of you I might get on the phone tonight
I cant put this down
I wish i could close my eyes and see you
Shell let you take her home it whets her appetite
That I can withstand
When were on the phone and he talks real slow
Down came the rain
And you would hide away and find your peace of mind
And every time you shine Ill shine for you
Crazy and a little rough
Take away the pain
Ill leave my window open
Lets talk about what you do that I cant
But they cant take whats ours
Is more than a reaction to your touch
Baby all I want is you
Either way she didnt tell anyone about her first ray of sun
You and I got lost in it
And I know that you see what youre doing to me
I think he can see through everything but my heart
And I know everything about you
This place is too crowded
Ive got an i heart question mark
Id rather hear the truth
Did some things you cant speak of
Memories like photographs
They put her momma in the ground
You shouldve known
From everything we had
So bright
I wish that I could touch
I had so many dreams
Ill be here today and here tomorrow
You gotta come on come on
This revolution the time will come
And youll add my name to your long list of traitors who dont understand
It wasnt different was it
Waiting for the words
Time slows down
I almost do
What would happen if God never let it snow
Oh and it rains in your bedroom
And theyll tell you now youre the lucky one
Hey
OhThis is really happening
You need to hear me out
And i know
But I dont believe you baby
Go save the world Ill be around
Unbelievable
But they are where mine belong and
And Ill write your name
Youve got a girl at home
I wish you would
But I realized some bigger dreams of mine
I just realized everything I have is someday gonna be gone
I could give you fifty reasons
Ooh lifes so sweet right here
Did you forget everything
And youll will find out
And I wish you were right here right now its all good
You belong with me
Of your fears and your ghosts
Not his price to pay
So I tuck myself in and turn my night light on
Are we in the clear yet
So watch me strike a match
You say sorry just for show hey
One day we will be rememberedElevator buttons and morning air
Who had as many James Taylor records as you
Shes finally well enough to travel
We fall in love til it hurts or bleeds or fades in time
